shift_id,date_key,shift_date,station_id,staff_id,shift_type,scheduled_start,scheduled_end,planned_hours,actual_hours,shift_status,missed_coverage_flag
SH001983,20250202,2025-02-02,ST010,EMP0019,Early,05:30,13:30,8,8,Completed,N
SH001984,20250202,2025-02-02,ST010,EMP0057,Day,09:00,17:00,8,8,Completed,N
SH001985,20250202,2025-02-02,ST010,EMP0031,Day,09:00,17:00,8,8,Completed,N
SH001986,20250202,2025-02-02,ST010,EMP0027,Late,14:30,22:30,8,8,Completed,N
SH001987,20250202,2025-02-02,ST010,EMP0011,Late,14:30,22:30,8,8,Completed,N
SH001988,20250202,2025-02-02,ST010,EMP0057,Night,22:00,06:00,8,8,Completed,N
SH001989,20250202,2025-02-02,ST011,EMP0045,Early,05:30,13:30,8,8,Completed,N
SH001990,20250202,2025-02-02,ST011,EMP0005,Day,09:00,17:00,8,8,Completed,N
SH001991,20250202,2025-02-02,ST011,EMP0006,Late,14:30,22:30,8,0,Cancelled,Y
SH001992,20250202,2025-02-02,ST012,EMP0017,Early,05:30,13:30,8,8,Completed,N
SH001993,20250202,2025-02-02,ST012,EMP0034,Day,09:00,17:00,8,6,Partial,Y
SH001994,20250202,2025-02-02,ST012,EMP0015,Late,14:30,22:30,8,8,Completed,N
SH001995,20250202,2025-02-02,ST013,EMP0052,Early,05:30,13:30,8,0,No Show,Y
SH001996,20250202,2025-02-02,ST013,EMP0002,Day,09:00,17:00,8,8,Completed,N
SH001997,20250202,2025-02-02,ST013,EMP0001,Late,14:30,22:30,8,8,Completed,N
SH001998,20250202,2025-02-02,ST014,EMP0002,Early,05:30,13:30,8,8,Completed,N
SH001999,20250202,2025-02-02,ST014,EMP0038,Day,09:00,17:00,8,0,Cancelled,Y
SH002000,20250202,2025-02-02,ST014,EMP0002,Late,14:30,22:30,8,8,Completed,N
SH002001,20250202,2025-02-02,ST014,EMP0001,Night,22:00,06:00,8,8,Completed,N
SH002002,20250202,2025-02-02,ST015,EMP0053,Early,05:30,13:30,8,8,Completed,N
SH002003,20250202,2025-02-02,ST015,EMP0053,Day,09:00,17:00,8,8,Completed,N
SH002004,20250202,2025-02-02,ST015,EMP0012,Late,14:30,22:30,8,8,Completed,N
SH002005,20250202,2025-02-02,ST015,EMP0018,Night,22:00,06:00,8,0,Cancelled,Y
SH002006,20250202,2025-02-02,ST016,EMP0014,Early,05:30,13:30,8,8,Completed,N
SH002007,20250202,2025-02-02,ST016,EMP0052,Day,09:00,17:00,8,8,Completed,N
SH002008,20250202,2025-02-02,ST016,EMP0011,Late,14:30,22:30,8,8,Completed,N
SH002009,20250203,2025-02-03,ST001,EMP0062,Early,05:30,13:30,8,8,Completed,N
SH002010,20250203,2025-02-03,ST001,EMP0040,Day,09:00,17:00,8,8,Completed,N
SH002011,20250203,2025-02-03,ST001,EMP0057,Day,09:00,17:00,8,8,Completed,N
SH002012,20250203,2025-02-03,ST001,EMP0040,Late,14:30,22:30,8,8,Completed,N
SH002013,20250203,2025-02-03,ST001,EMP0035,Late,14:30,22:30,8,8,Completed,N
SH002014,20250203,2025-02-03,ST001,EMP0062,Night,22:00,06:00,8,8,Completed,N
SH002015,20250203,2025-02-03,ST002,EMP0048,Early,05:30,13:30,8,8,Completed,N
SH002016,20250203,2025-02-03,ST002,EMP0058,Day,09:00,17:00,8,8,Completed,N
SH002017,20250203,2025-02-03,ST002,EMP0009,Day,09:00,17:00,8,8,Completed,N
SH002018,20250203,2025-02-03,ST002,EMP0058,Late,14:30,22:30,8,5.3,Partial,Y
SH002019,20250203,2025-02-03,ST002,EMP0009,Late,14:30,22:30,8,8,Completed,N
SH002020,20250203,2025-02-03,ST002,EMP0010,Night,22:00,06:00,8,8,Completed,N
SH002021,20250203,2025-02-03,ST003,EMP0061,Early,05:30,13:30,8,8,Completed,N
SH002022,20250203,2025-02-03,ST003,EMP0043,Day,09:00,17:00,8,8,Completed,N
SH002023,20250203,2025-02-03,ST003,EMP0051,Late,14:30,22:30,8,8,Completed,N
SH002024,20250203,2025-02-03,ST003,EMP0058,Night,22:00,06:00,8,8,Completed,N
SH002025,20250203,2025-02-03,ST004,EMP0025,Early,05:30,13:30,8,8,Completed,N
SH002026,20250203,2025-02-03,ST004,EMP0060,Day,09:00,17:00,8,8,Completed,N
SH002027,20250203,2025-02-03,ST004,EMP0054,Late,14:30,22:30,8,8,Completed,N
SH002028,20250203,2025-02-03,ST004,EMP0017,Night,22:00,06:00,8,8,Completed,N
SH002029,20250203,2025-02-03,ST005,EMP0039,Early,05:30,13:30,8,8,Completed,N
SH002030,20250203,2025-02-03,ST005,EMP0062,Day,09:00,17:00,8,8,Completed,N
SH002031,20250203,2025-02-03,ST005,EMP0014,Late,14:30,22:30,8,8,Completed,N
SH002032,20250203,2025-02-03,ST006,EMP0044,Early,05:30,13:30,8,8,Completed,N
SH002033,20250203,2025-02-03,ST006,EMP0009,Day,09:00,17:00,8,8,Completed,N
SH002034,20250203,2025-02-03,ST006,EMP0009,Late,14:30,22:30,8,8,Completed,N
SH002035,20250203,2025-02-03,ST006,EMP0016,Night,22:00,06:00,8,8,Completed,N
SH002036,20250203,2025-02-03,ST007,EMP0003,Early,05:30,13:30,8,8,Completed,N
SH002037,20250203,2025-02-03,ST007,EMP0004,Day,09:00,17:00,8,8,Completed,N
SH002038,20250203,2025-02-03,ST007,EMP0033,Late,14:30,22:30,8,5.2,Partial,Y
SH002039,20250203,2025-02-03,ST008,EMP0043,Early,05:30,13:30,8,0,Cancelled,Y
SH002040,20250203,2025-02-03,ST008,EMP0022,Day,09:00,17:00,8,5.3,Partial,Y
SH002041,20250203,2025-02-03,ST008,EMP0037,Late,14:30,22:30,8,8,Completed,N
SH002042,20250203,2025-02-03,ST009,EMP0005,Early,05:30,13:30,8,5.2,Partial,Y
SH002043,20250203,2025-02-03,ST009,EMP0030,Day,09:00,17:00,8,8,Completed,N
SH002044,20250203,2025-02-03,ST009,EMP0051,Late,14:30,22:30,8,8,Completed,N
SH002045,20250203,2025-02-03,ST010,EMP0031,Early,05:30,13:30,8,8,Completed,N
SH002046,20250203,2025-02-03,ST010,EMP0019,Day,09:00,17:00,8,8,Completed,N
SH002047,20250203,2025-02-03,ST010,EMP0053,Day,09:00,17:00,8,0,Cancelled,Y
SH002048,20250203,2025-02-03,ST010,EMP0027,Late,14:30,22:30,8,8,Completed,N
SH002049,20250203,2025-02-03,ST010,EMP0027,Late,14:30,22:30,8,8,Completed,N
SH002050,20250203,2025-02-03,ST010,EMP0031,Night,22:00,06:00,8,3.5,Partial,Y
SH002051,20250203,2025-02-03,ST011,EMP0020,Early,05:30,13:30,8,0,Cancelled,Y
SH002052,20250203,2025-02-03,ST011,EMP0060,Day,09:00,17:00,8,8,Completed,N
SH002053,20250203,2025-02-03,ST011,EMP0006,Late,14:30,22:30,8,8,Completed,N
SH002054,20250203,2025-02-03,ST012,EMP0050,Early,05:30,13:30,8,8,Completed,N
SH002055,20250203,2025-02-03,ST012,EMP0056,Day,09:00,17:00,8,8,Completed,N
SH002056,20250203,2025-02-03,ST012,EMP0007,Late,14:30,22:30,8,8,Completed,N
SH002057,20250203,2025-02-03,ST012,EMP0007,Night,22:00,06:00,8,6.3,Partial,Y
SH002058,20250203,2025-02-03,ST013,EMP0002,Early,05:30,13:30,8,8,Completed,N
SH002059,20250203,2025-02-03,ST013,EMP0016,Day,09:00,17:00,8,8,Completed,N
SH002060,20250203,2025-02-03,ST013,EMP0052,Late,14:30,22:30,8,8,Completed,N
SH002061,20250203,2025-02-03,ST014,EMP0001,Early,05:30,13:30,8,8,Completed,N
SH002062,20250203,2025-02-03,ST014,EMP0001,Day,09:00,17:00,8,0,Cancelled,Y
SH002063,20250203,2025-02-03,ST014,EMP0038,Late,14:30,22:30,8,8,Completed,N
SH002064,20250203,2025-02-03,ST014,EMP0001,Night,22:00,06:00,8,8,Completed,N
SH002065,20250203,2025-02-03,ST015,EMP0047,Early,05:30,13:30,8,8,Completed,N
SH002066,20250203,2025-02-03,ST015,EMP0018,Day,09:00,17:00,8,8,Completed,N
SH002067,20250203,2025-02-03,ST015,EMP0053,Late,14:30,22:30,8,8,Completed,N
SH002068,20250203,2025-02-03,ST015,EMP0018,Night,22:00,06:00,8,6.5,Partial,Y
SH002069,20250203,2025-02-03,ST016,EMP0014,Early,05:30,13:30,8,8,Completed,N
SH002070,20250203,2025-02-03,ST016,EMP0014,Day,09:00,17:00,8,8,Completed,N
SH002071,20250203,2025-02-03,ST016,EMP0014,Late,14:30,22:30,8,8,Completed,N
SH002072,20250204,2025-02-04,ST001,EMP0040,Early,05:30,13:30,8,0,Cancelled,Y
SH002073,20250204,2025-02-04,ST001,EMP0057,Day,09:00,17:00,8,8,Completed,N
SH002074,20250204,2025-02-04,ST001,EMP0062,Day,09:00,17:00,8,8,Completed,N
SH002075,20250204,2025-02-04,ST001,EMP0012,Late,14:30,22:30,8,8,Completed,N
SH002076,20250204,2025-02-04,ST001,EMP0040,Late,14:30,22:30,8,8,Completed,N
SH002077,20250204,2025-02-04,ST001,EMP0062,Night,22:00,06:00,8,8,Completed,N
SH002078,20250204,2025-02-04,ST002,EMP0064,Early,05:30,13:30,8,8,Completed,N
SH002079,20250204,2025-02-04,ST002,EMP0039,Day,09:00,17:00,8,8,Completed,N
SH002080,20250204,2025-02-04,ST002,EMP0039,Day,09:00,17:00,8,8,Completed,N
SH002081,20250204,2025-02-04,ST002,EMP0064,Late,14:30,22:30,8,8,Completed,N
SH002082,20250204,2025-02-04,ST002,EMP0063,Late,14:30,22:30,8,8,Completed,N
SH002083,20250204,2025-02-04,ST002,EMP0004,Night,22:00,06:00,8,8,Completed,N
SH002084,20250204,2025-02-04,ST003,EMP0043,Early,05:30,13:30,8,8,Completed,N
SH002085,20250204,2025-02-04,ST003,EMP0008,Day,09:00,17:00,8,8,Completed,N
SH002086,20250204,2025-02-04,ST003,EMP0061,Late,14:30,22:30,8,5.4,Partial,Y
SH002087,20250204,2025-02-04,ST004,EMP0054,Early,05:30,13:30,8,8,Completed,N
SH002088,20250204,2025-02-04,ST004,EMP0017,Day,09:00,17:00,8,8,Completed,N
SH002089,20250204,2025-02-04,ST004,EMP0060,Late,14:30,22:30,8,8,Completed,N
SH002090,20250204,2025-02-04,ST004,EMP0021,Night,22:00,06:00,8,8,Completed,N
SH002091,20250204,2025-02-04,ST005,EMP0062,Early,05:30,13:30,8,8,Completed,N
SH002092,20250204,2025-02-04,ST005,EMP0045,Day,09:00,17:00,8,8,Completed,N
SH002093,20250204,2025-02-04,ST005,EMP0015,Late,14:30,22:30,8,8,Completed,N
SH002094,20250204,2025-02-04,ST005,EMP0015,Night,22:00,06:00,8,8,Completed,N
SH002095,20250204,2025-02-04,ST006,EMP0022,Early,05:30,13:30,8,0,Cancelled,Y
SH002096,20250204,2025-02-04,ST006,EMP0044,Day,09:00,17:00,8,8,Completed,N
SH002097,20250204,2025-02-04,ST006,EMP0009,Late,14:30,22:30,8,8,Completed,N
SH002098,20250204,2025-02-04,ST006,EMP0022,Night,22:00,06:00,8,8,Completed,N
SH002099,20250204,2025-02-04,ST007,EMP0046,Early,05:30,13:30,8,8,Completed,N
SH002100,20250204,2025-02-04,ST007,EMP0025,Day,09:00,17:00,8,8,Completed,N
SH002101,20250204,2025-02-04,ST007,EMP0046,Late,14:30,22:30,8,8,Completed,N
SH002102,20250204,2025-02-04,ST008,EMP0022,Early,05:30,13:30,8,8,Completed,N
SH002103,20250204,2025-02-04,ST008,EMP0049,Day,09:00,17:00,8,8,Completed,N
SH002104,20250204,2025-02-04,ST008,EMP0043,Late,14:30,22:30,8,8,Completed,N
SH002105,20250204,2025-02-04,ST009,EMP0051,Early,05:30,13:30,8,8,Completed,N
SH002106,20250204,2025-02-04,ST009,EMP0008,Day,09:00,17:00,8,8,Completed,N
SH002107,20250204,2025-02-04,ST009,EMP0036,Late,14:30,22:30,8,8,Completed,N
SH002108,20250204,2025-02-04,ST009,EMP0055,Night,22:00,06:00,8,8,Completed,N
SH002109,20250204,2025-02-04,ST010,EMP0011,Early,05:30,13:30,8,8,Completed,N
SH002110,20250204,2025-02-04,ST010,EMP0011,Day,09:00,17:00,8,8,Completed,N
SH002111,20250204,2025-02-04,ST010,EMP0053,Day,09:00,17:00,8,8,Completed,N
SH002112,20250204,2025-02-04,ST010,EMP0053,Late,14:30,22:30,8,8,Completed,N
SH002113,20250204,2025-02-04,ST010,EMP0042,Late,14:30,22:30,8,6.2,Partial,Y
SH002114,20250204,2025-02-04,ST010,EMP0057,Night,22:00,06:00,8,8,Completed,N
SH002115,20250204,2025-02-04,ST011,EMP0045,Early,05:30,13:30,8,8,Completed,N
SH002116,20250204,2025-02-04,ST011,EMP0060,Day,09:00,17:00,8,8,Completed,N
SH002117,20250204,2025-02-04,ST011,EMP0054,Late,14:30,22:30,8,3.8,Partial,Y
SH002118,20250204,2025-02-04,ST012,EMP0017,Early,05:30,13:30,8,8,Completed,N
SH002119,20250204,2025-02-04,ST012,EMP0023,Day,09:00,17:00,8,8,Completed,N
SH002120,20250204,2025-02-04,ST012,EMP0041,Late,14:30,22:30,8,8,Completed,N
SH002121,20250204,2025-02-04,ST013,EMP0001,Early,05:30,13:30,8,5.2,Partial,Y
SH002122,20250204,2025-02-04,ST013,EMP0052,Day,09:00,17:00,8,8,Completed,N
SH002123,20250204,2025-02-04,ST013,EMP0052,Late,14:30,22:30,8,8,Completed,N
SH002124,20250204,2025-02-04,ST013,EMP0059,Night,22:00,06:00,8,8,Completed,N
SH002125,20250204,2025-02-04,ST014,EMP0031,Early,05:30,13:30,8,3.8,Partial,Y
SH002126,20250204,2025-02-04,ST014,EMP0038,Day,09:00,17:00,8,8,Completed,N
SH002127,20250204,2025-02-04,ST014,EMP0019,Late,14:30,22:30,8,8,Completed,N
SH002128,20250204,2025-02-04,ST014,EMP0031,Night,22:00,06:00,8,8,Completed,N
SH002129,20250204,2025-02-04,ST015,EMP0044,Early,05:30,13:30,8,0,Cancelled,Y
SH002130,20250204,2025-02-04,ST015,EMP0026,Day,09:00,17:00,8,8,Completed,N
SH002131,20250204,2025-02-04,ST015,EMP0012,Late,14:30,22:30,8,8,Completed,N
SH002132,20250204,2025-02-04,ST015,EMP0053,Night,22:00,06:00,8,8,Completed,N
SH002133,20250204,2025-02-04,ST016,EMP0011,Early,05:30,13:30,8,8,Completed,N
SH002134,20250204,2025-02-04,ST016,EMP0011,Day,09:00,17:00,8,0,Cancelled,Y
SH002135,20250204,2025-02-04,ST016,EMP0032,Late,14:30,22:30,8,8,Completed,N
SH002136,20250204,2025-02-04,ST016,EMP0014,Night,22:00,06:00,8,8,Completed,N
SH002137,20250205,2025-02-05,ST001,EMP0057,Early,05:30,13:30,8,8,Completed,N
SH002138,20250205,2025-02-05,ST001,EMP0062,Day,09:00,17:00,8,8,Completed,N
SH002139,20250205,2025-02-05,ST001,EMP0028,Day,09:00,17:00,8,8,Completed,N
SH002140,20250205,2025-02-05,ST001,EMP0035,Late,14:30,22:30,8,0,Cancelled,Y
SH002141,20250205,2025-02-05,ST001,EMP0062,Late,14:30,22:30,8,8,Completed,N
SH002142,20250205,2025-02-05,ST001,EMP0057,Night,22:00,06:00,8,8,Completed,N
SH002143,20250205,2025-02-05,ST002,EMP0048,Early,05:30,13:30,8,5.8,Partial,Y
SH002144,20250205,2025-02-05,ST002,EMP0009,Day,09:00,17:00,8,8,Completed,N
SH002145,20250205,2025-02-05,ST002,EMP0058,Day,09:00,17:00,8,0,No Show,Y
SH002146,20250205,2025-02-05,ST002,EMP0064,Late,14:30,22:30,8,8,Completed,N
SH002147,20250205,2025-02-05,ST002,EMP0039,Late,14:30,22:30,8,8,Completed,N
SH002148,20250205,2025-02-05,ST002,EMP0004,Night,22:00,06:00,8,8,Completed,N
SH002149,20250205,2025-02-05,ST003,EMP0029,Early,05:30,13:30,8,8,Completed,N
SH002150,20250205,2025-02-05,ST003,EMP0061,Day,09:00,17:00,8,8,Completed,N
SH002151,20250205,2025-02-05,ST003,EMP0061,Late,14:30,22:30,8,8,Completed,N
SH002152,20250205,2025-02-05,ST003,EMP0051,Night,22:00,06:00,8,3.6,Partial,Y
SH002153,20250205,2025-02-05,ST004,EMP0025,Early,05:30,13:30,8,8,Completed,N
SH002154,20250205,2025-02-05,ST004,EMP0021,Day,09:00,17:00,8,8,Completed,N
SH002155,20250205,2025-02-05,ST004,EMP0060,Late,14:30,22:30,8,8,Completed,N
SH002156,20250205,2025-02-05,ST005,EMP0035,Early,05:30,13:30,8,8,Completed,N
SH002157,20250205,2025-02-05,ST005,EMP0032,Day,09:00,17:00,8,8,Completed,N
SH002158,20250205,2025-02-05,ST005,EMP0035,Late,14:30,22:30,8,8,Completed,N
SH002159,20250205,2025-02-05,ST006,EMP0009,Early,05:30,13:30,8,4.8,Partial,Y
SH002160,20250205,2025-02-05,ST006,EMP0063,Day,09:00,17:00,8,3.9,Partial,Y
SH002161,20250205,2025-02-05,ST006,EMP0016,Late,14:30,22:30,8,8,Completed,N
SH002162,20250205,2025-02-05,ST006,EMP0063,Night,22:00,06:00,8,8,Completed,N
SH002163,20250205,2025-02-05,ST007,EMP0046,Early,05:30,13:30,8,8,Completed,N
SH002164,20250205,2025-02-05,ST007,EMP0007,Day,09:00,17:00,8,8,Completed,N
SH002165,20250205,2025-02-05,ST007,EMP0033,Late,14:30,22:30,8,8,Completed,N
SH002166,20250205,2025-02-05,ST008,EMP0048,Early,05:30,13:30,8,8,Completed,N
SH002167,20250205,2025-02-05,ST008,EMP0037,Day,09:00,17:00,8,8,Completed,N
SH002168,20250205,2025-02-05,ST008,EMP0049,Late,14:30,22:30,8,8,Completed,N
SH002169,20250205,2025-02-05,ST009,EMP0021,Early,05:30,13:30,8,8,Completed,N
SH002170,20250205,2025-02-05,ST009,EMP0055,Day,09:00,17:00,8,8,Completed,N
SH002171,20250205,2025-02-05,ST009,EMP0021,Late,14:30,22:30,8,8,Completed,N
SH002172,20250205,2025-02-05,ST010,EMP0027,Early,05:30,13:30,8,8,Completed,N
SH002173,20250205,2025-02-05,ST010,EMP0031,Day,09:00,17:00,8,8,Completed,N
SH002174,20250205,2025-02-05,ST010,EMP0057,Day,09:00,17:00,8,5.1,Partial,Y
SH002175,20250205,2025-02-05,ST010,EMP0019,Late,14:30,22:30,8,8,Completed,N
SH002176,20250205,2025-02-05,ST010,EMP0053,Late,14:30,22:30,8,6.4,Partial,Y
SH002177,20250205,2025-02-05,ST010,EMP0053,Night,22:00,06:00,8,8,Completed,N
SH002178,20250205,2025-02-05,ST011,EMP0006,Early,05:30,13:30,8,8,Completed,N
SH002179,20250205,2025-02-05,ST011,EMP0060,Day,09:00,17:00,8,8,Completed,N
SH002180,20250205,2025-02-05,ST011,EMP0041,Late,14:30,22:30,8,8,Completed,N
SH002181,20250205,2025-02-05,ST012,EMP0041,Early,05:30,13:30,8,8,Completed,N
SH002182,20250205,2025-02-05,ST012,EMP0007,Day,09:00,17:00,8,8,Completed,N
SH002183,20250205,2025-02-05,ST012,EMP0034,Late,14:30,22:30,8,8,Completed,N
SH002184,20250205,2025-02-05,ST013,EMP0059,Early,05:30,13:30,8,8,Completed,N
SH002185,20250205,2025-02-05,ST013,EMP0016,Day,09:00,17:00,8,4.4,Partial,Y
SH002186,20250205,2025-02-05,ST013,EMP0034,Late,14:30,22:30,8,8,Completed,N
SH002187,20250205,2025-02-05,ST013,EMP0059,Night,22:00,06:00,8,8,Completed,N
SH002188,20250205,2025-02-05,ST014,EMP0001,Early,05:30,13:30,8,8,Completed,N
SH002189,20250205,2025-02-05,ST014,EMP0001,Day,09:00,17:00,8,0,No Show,Y
SH002190,20250205,2025-02-05,ST014,EMP0013,Late,14:30,22:30,8,8,Completed,N
SH002191,20250205,2025-02-05,ST015,EMP0053,Early,05:30,13:30,8,5.4,Partial,Y
SH002192,20250205,2025-02-05,ST015,EMP0012,Day,09:00,17:00,8,5.3,Partial,Y
SH002193,20250205,2025-02-05,ST015,EMP0053,Late,14:30,22:30,8,8,Completed,N
SH002194,20250205,2025-02-05,ST015,EMP0012,Night,22:00,06:00,8,8,Completed,N
SH002195,20250205,2025-02-05,ST016,EMP0052,Early,05:30,13:30,8,8,Completed,N
SH002196,20250205,2025-02-05,ST016,EMP0011,Day,09:00,17:00,8,5.7,Partial,Y
SH002197,20250205,2025-02-05,ST016,EMP0011,Late,14:30,22:30,8,8,Completed,N
SH002198,20250206,2025-02-06,ST001,EMP0028,Early,05:30,13:30,8,3.5,Partial,Y
SH002199,20250206,2025-02-06,ST001,EMP0040,Day,09:00,17:00,8,8,Completed,N
SH002200,20250206,2025-02-06,ST001,EMP0057,Day,09:00,17:00,8,8,Completed,N
SH002201,20250206,2025-02-06,ST001,EMP0057,Late,14:30,22:30,8,8,Completed,N
SH002202,20250206,2025-02-06,ST001,EMP0040,Late,14:30,22:30,8,5.3,Partial,Y
SH002203,20250206,2025-02-06,ST001,EMP0035,Night,22:00,06:00,8,5,Partial,Y
SH002204,20250206,2025-02-06,ST002,EMP0064,Early,05:30,13:30,8,8,Completed,N
SH002205,20250206,2025-02-06,ST002,EMP0009,Day,09:00,17:00,8,0,Cancelled,Y
SH002206,20250206,2025-02-06,ST002,EMP0004,Day,09:00,17:00,8,0,Cancelled,Y
SH002207,20250206,2025-02-06,ST002,EMP0058,Late,14:30,22:30,8,8,Completed,N
SH002208,20250206,2025-02-06,ST002,EMP0058,Late,14:30,22:30,8,8,Completed,N
SH002209,20250206,2025-02-06,ST002,EMP0009,Night,22:00,06:00,8,8,Completed,N
SH002210,20250206,2025-02-06,ST003,EMP0049,Early,05:30,13:30,8,8,Completed,N
SH002211,20250206,2025-02-06,ST003,EMP0006,Day,09:00,17:00,8,8,Completed,N
SH002212,20250206,2025-02-06,ST003,EMP0049,Late,14:30,22:30,8,8,Completed,N
SH002213,20250206,2025-02-06,ST004,EMP0020,Early,05:30,13:30,8,8,Completed,N
SH002214,20250206,2025-02-06,ST004,EMP0020,Day,09:00,17:00,8,8,Completed,N
SH002215,20250206,2025-02-06,ST004,EMP0020,Late,14:30,22:30,8,0,No Show,Y
SH002216,20250206,2025-02-06,ST005,EMP0039,Early,05:30,13:30,8,0,Cancelled,Y
SH002217,20250206,2025-02-06,ST005,EMP0062,Day,09:00,17:00,8,8,Completed,N
SH002218,20250206,2025-02-06,ST005,EMP0040,Late,14:30,22:30,8,8,Completed,N
SH002219,20250206,2025-02-06,ST006,EMP0022,Early,05:30,13:30,8,8,Completed,N
SH002220,20250206,2025-02-06,ST006,EMP0044,Day,09:00,17:00,8,8,Completed,N
SH002221,20250206,2025-02-06,ST006,EMP0013,Late,14:30,22:30,8,8,Completed,N
SH002222,20250206,2025-02-06,ST006,EMP0009,Night,22:00,06:00,8,8,Completed,N
SH002223,20250206,2025-02-06,ST007,EMP0007,Early,05:30,13:30,8,8,Completed,N
SH002224,20250206,2025-02-06,ST007,EMP0033,Day,09:00,17:00,8,4.4,Partial,Y
SH002225,20250206,2025-02-06,ST007,EMP0007,Late,14:30,22:30,8,8,Completed,N
SH002226,20250206,2025-02-06,ST008,EMP0024,Early,05:30,13:30,8,5.5,Partial,Y
SH002227,20250206,2025-02-06,ST008,EMP0049,Day,09:00,17:00,8,0,No Show,Y
SH002228,20250206,2025-02-06,ST008,EMP0042,Late,14:30,22:30,8,8,Completed,N
SH002229,20250206,2025-02-06,ST009,EMP0021,Early,05:30,13:30,8,8,Completed,N
SH002230,20250206,2025-02-06,ST009,EMP0036,Day,09:00,17:00,8,8,Completed,N
SH002231,20250206,2025-02-06,ST009,EMP0055,Late,14:30,22:30,8,8,Completed,N
SH002232,20250206,2025-02-06,ST010,EMP0011,Early,05:30,13:30,8,8,Completed,N
SH002233,20250206,2025-02-06,ST010,EMP0031,Day,09:00,17:00,8,8,Completed,N
SH002234,20250206,2025-02-06,ST010,EMP0019,Day,09:00,17:00,8,8,Completed,N
SH002235,20250206,2025-02-06,ST010,EMP0061,Late,14:30,22:30,8,8,Completed,N
SH002236,20250206,2025-02-06,ST010,EMP0057,Late,14:30,22:30,8,8,Completed,N
SH002237,20250206,2025-02-06,ST010,EMP0019,Night,22:00,06:00,8,8,Completed,N
SH002238,20250206,2025-02-06,ST011,EMP0020,Early,05:30,13:30,8,8,Completed,N
SH002239,20250206,2025-02-06,ST011,EMP0045,Day,09:00,17:00,8,8,Completed,N
SH002240,20250206,2025-02-06,ST011,EMP0054,Late,14:30,22:30,8,0,Cancelled,Y
SH002241,20250206,2025-02-06,ST012,EMP0007,Early,05:30,13:30,8,8,Completed,N
SH002242,20250206,2025-02-06,ST012,EMP0017,Day,09:00,17:00,8,8,Completed,N
SH002243,20250206,2025-02-06,ST012,EMP0017,Late,14:30,22:30,8,8,Completed,N
SH002244,20250206,2025-02-06,ST012,EMP0015,Night,22:00,06:00,8,8,Completed,N
SH002245,20250206,2025-02-06,ST013,EMP0001,Early,05:30,13:30,8,0,No Show,Y
SH002246,20250206,2025-02-06,ST013,EMP0050,Day,09:00,17:00,8,8,Completed,N
SH002247,20250206,2025-02-06,ST013,EMP0052,Late,14:30,22:30,8,8,Completed,N
SH002248,20250206,2025-02-06,ST014,EMP0013,Early,05:30,13:30,8,8,Completed,N
SH002249,20250206,2025-02-06,ST014,EMP0001,Day,09:00,17:00,8,8,Completed,N
SH002250,20250206,2025-02-06,ST014,EMP0019,Late,14:30,22:30,8,8,Completed,N
SH002251,20250206,2025-02-06,ST015,EMP0030,Early,05:30,13:30,8,8,Completed,N
SH002252,20250206,2025-02-06,ST015,EMP0018,Day,09:00,17:00,8,8,Completed,N
SH002253,20250206,2025-02-06,ST015,EMP0026,Late,14:30,22:30,8,8,Completed,N
SH002254,20250206,2025-02-06,ST015,EMP0012,Night,22:00,06:00,8,8,Completed,N
SH002255,20250206,2025-02-06,ST016,EMP0032,Early,05:30,13:30,8,8,Completed,N
SH002256,20250206,2025-02-06,ST016,EMP0011,Day,09:00,17:00,8,8,Completed,N
SH002257,20250206,2025-02-06,ST016,EMP0014,Late,14:30,22:30,8,8,Completed,N
SH002258,20250207,2025-02-07,ST001,EMP0040,Early,05:30,13:30,8,8,Completed,N
SH002259,20250207,2025-02-07,ST001,EMP0062,Day,09:00,17:00,8,8,Completed,N
SH002260,20250207,2025-02-07,ST001,EMP0028,Day,09:00,17:00,8,8,Completed,N
SH002261,20250207,2025-02-07,ST001,EMP0012,Late,14:30,22:30,8,0,Cancelled,Y
SH002262,20250207,2025-02-07,ST001,EMP0047,Late,14:30,22:30,8,8,Completed,N
SH002263,20250207,2025-02-07,ST001,EMP0040,Night,22:00,06:00,8,5.4,Partial,Y
SH002264,20250207,2025-02-07,ST002,EMP0004,Early,05:30,13:30,8,8,Completed,N
SH002265,20250207,2025-02-07,ST002,EMP0036,Day,09:00,17:00,8,8,Completed,N
SH002266,20250207,2025-02-07,ST002,EMP0048,Day,09:00,17:00,8,8,Completed,N
SH002267,20250207,2025-02-07,ST002,EMP0048,Late,14:30,22:30,8,8,Completed,N
SH002268,20250207,2025-02-07,ST002,EMP0010,Late,14:30,22:30,8,8,Completed,N
SH002269,20250207,2025-02-07,ST002,EMP0063,Night,22:00,06:00,8,8,Completed,N
SH002270,20250207,2025-02-07,ST003,EMP0043,Early,05:30,13:30,8,8,Completed,N
SH002271,20250207,2025-02-07,ST003,EMP0008,Day,09:00,17:00,8,8,Completed,N
SH002272,20250207,2025-02-07,ST003,EMP0055,Late,14:30,22:30,8,8,Completed,N
SH002273,20250207,2025-02-07,ST004,EMP0054,Early,05:30,13:30,8,8,Completed,N
SH002274,20250207,2025-02-07,ST004,EMP0020,Day,09:00,17:00,8,6.2,Partial,Y
SH002275,20250207,2025-02-07,ST004,EMP0025,Late,14:30,22:30,8,8,Completed,N
