incident_id,date_key,station_id,incident_type_id,opened_at,first_response_at,resolved_at,status,severity,response_minutes,resolution_minutes,sla_response_breached_flag,sla_resolution_breached_flag,reported_channel,location_detail,operational_note,repeat_issue_flag
INC000255,20250306,ST011,IT005,2025-03-06 06:32:00,2025-03-06 06:48:00,2025-03-06 13:41:00,Resolved,Moderate,16,429,N,N,Mobile Radio,lift lobby,linked to crowd control plan,N
INC000256,20250306,ST015,IT012,2025-03-06 19:28:00,2025-03-06 19:49:00,2025-03-07 16:18:00,Resolved,Moderate,21,1250,Y,Y,Supervisor Walkthrough,staffed gate line,seen in previous two weeks,N
INC000257,20250306,ST010,IT005,2025-03-06 15:56:00,2025-03-06 17:38:00,2025-03-07 11:29:00,Resolved,Critical,102,1173,Y,N,Control Room,ticket hall,passenger assistance team notified,N
INC000258,20250306,ST008,IT003,2025-03-06 16:00:00,2025-03-06 16:08:00,2025-03-07 22:50:00,Resolved,Critical,8,1850,N,Y,Station Desk,customer help point,passenger assistance team notified,N
INC000259,20250306,ST008,IT005,2025-03-06 14:45:00,2025-03-06 16:07:00,2025-03-07 06:44:00,Resolved,Major,82,959,Y,N,Mobile Radio,customer help point,manual log entry from station desk,N
INC000260,20250307,ST006,IT003,2025-03-07 11:26:00,2025-03-07 11:34:00,2025-03-07 16:51:00,Resolved,Critical,8,325,N,N,Passenger Help Point,main concourse,manual log entry from station desk,N
INC000261,20250307,ST007,IT004,2025-03-07 17:41:00,2025-03-07 17:42:00,2025-03-07 20:11:00,Resolved,Major,1,150,N,N,Control Room,ticket hall,manual log entry from station desk,N
INC000262,20250307,ST010,IT002,2025-03-07 11:24:00,2025-03-07 11:30:00,2025-03-07 11:44:00,Resolved,Critical,6,20,N,N,Mobile Radio,bus interchange,reported by service controller,N
INC000263,20250308,ST003,IT008,2025-03-08 23:26:00,2025-03-08 23:30:00,2025-03-09 08:44:00,Resolved,Major,4,558,N,Y,Supervisor Walkthrough,northbound platform,linked to crowd control plan,N
INC000264,20250308,ST006,IT006,2025-03-08 06:52:00,2025-03-08 06:53:00,2025-03-08 07:12:00,Resolved,Moderate,1,20,N,N,Supervisor Walkthrough,platform stairs,manual log entry from station desk,N
INC000265,20250308,ST009,IT001,2025-03-08 21:06:00,2025-03-08 21:18:00,2025-03-09 05:24:00,Resolved,Moderate,12,498,N,Y,Control Room,staffed gate line,temporary signage installed,Y
INC000266,20250308,ST002,IT009,2025-03-08 10:13:00,2025-03-08 10:41:00,2025-03-09 00:03:00,Resolved,Major,28,830,Y,Y,Control Room,lift lobby,linked to crowd control plan,N
INC000267,20250309,ST009,IT011,2025-03-09 20:47:00,2025-03-09 21:16:00,2025-03-09 21:07:00,Resolved,Moderate,29,20,Y,N,Passenger Help Point,lift lobby,seen in previous two weeks,N
INC000268,20250309,ST013,IT009,2025-03-09 07:33:00,2025-03-09 08:02:00,2025-03-09 16:40:00,Resolved,Moderate,29,547,Y,N,Mobile Radio,customer help point,temporary signage installed,N
INC000269,20250310,ST009,IT011,2025-03-10 23:19:00,2025-03-10 23:35:00,2025-03-11 05:45:00,Resolved,Major,16,386,N,N,Station Desk,staffed gate line,passenger assistance team notified,N
INC000270,20250310,ST008,IT002,2025-03-10 16:40:00,2025-03-10 16:43:00,2025-03-10 18:43:00,Resolved,Critical,3,123,N,Y,Passenger Help Point,platform stairs,repeat complaint from morning peak,N
INC000271,20250310,ST011,IT006,2025-03-10 15:45:00,2025-03-10 17:15:00,2025-03-11 11:29:00,Resolved,Critical,90,1184,Y,Y,Mobile Radio,ticket hall,temporary signage installed,N
INC000272,20250311,ST003,IT007,2025-03-11 14:59:00,2025-03-11 15:19:00,2025-03-11 16:11:00,Resolved,Minor,20,72,Y,N,Supervisor Walkthrough,ticket hall,reported by service controller,N
INC000273,20250311,ST006,IT005,2025-03-11 21:53:00,2025-03-11 22:33:00,,Escalated,Critical,40,,Y,N,Passenger Help Point,customer help point,linked to crowd control plan,N
INC000274,20250311,ST008,IT005,2025-03-11 19:51:00,2025-03-11 20:02:00,,Escalated,Major,11,,N,N,Supervisor Walkthrough,staffed gate line,linked to crowd control plan,N
INC000275,20250311,ST002,IT001,2025-03-11 14:41:00,2025-03-11 14:49:00,2025-03-11 16:44:00,Resolved,Major,8,123,N,N,Supervisor Walkthrough,customer help point,manual log entry from station desk,N
INC000276,20250312,ST015,IT002,2025-03-12 11:00:00,2025-03-12 11:05:00,2025-03-12 11:20:00,Resolved,Critical,5,20,N,N,Control Room,staffed gate line,seen in previous two weeks,N
INC000277,20250312,ST014,IT010,2025-03-12 22:13:00,2025-03-12 22:33:00,2025-03-13 21:07:00,Resolved,Major,20,1374,N,N,Control Room,customer help point,manual log entry from station desk,N
INC000278,20250312,ST002,IT005,2025-03-12 21:17:00,2025-03-12 21:59:00,2025-03-13 06:13:00,Resolved,Major,42,536,Y,N,Supervisor Walkthrough,customer help point,passenger assistance team notified,N
INC000279,20250312,ST005,IT008,2025-03-12 21:12:00,2025-03-12 21:22:00,2025-03-13 01:17:00,Resolved,Major,10,245,N,N,Station Desk,ticket hall,reported by service controller,N
INC000280,20250312,ST002,IT007,2025-03-12 23:58:00,2025-03-13 00:04:00,2025-03-13 01:32:00,Resolved,Major,6,94,N,N,Supervisor Walkthrough,lift lobby,manual log entry from station desk,N
INC000281,20250313,ST016,IT009,2025-03-13 22:34:00,2025-03-13 22:38:00,2025-03-14 03:07:00,Resolved,Moderate,4,273,N,N,Control Room,bus interchange,manual log entry from station desk,N
INC000282,20250313,ST009,IT001,2025-03-13 17:40:00,2025-03-13 17:45:00,2025-03-14 03:24:00,Resolved,Minor,5,584,N,Y,Supervisor Walkthrough,platform stairs,repeat complaint from morning peak,N
INC000283,20250313,ST001,IT005,2025-03-13 13:01:00,2025-03-13 13:35:00,2025-03-14 04:10:00,Resolved,Moderate,34,909,Y,N,Control Room,main concourse,reported by service controller,N
INC000284,20250313,ST007,IT010,2025-03-13 13:45:00,2025-03-13 15:01:00,2025-03-14 18:58:00,Resolved,Minor,76,1753,Y,Y,Passenger Help Point,main concourse,requires facilities follow-up,N
INC000285,20250314,ST004,IT007,2025-03-14 09:42:00,2025-03-14 09:57:00,2025-03-14 12:40:00,Resolved,Moderate,15,178,N,N,Passenger Help Point,customer help point,requires facilities follow-up,N
INC000286,20250314,ST003,IT002,2025-03-14 23:04:00,2025-03-14 23:13:00,2025-03-16 00:49:00,Resolved,Critical,9,1545,Y,Y,Mobile Radio,staffed gate line,reported by service controller,N
INC000287,20250314,ST006,IT008,2025-03-14 14:54:00,2025-03-14 15:09:00,2025-03-15 00:01:00,Resolved,Moderate,15,547,Y,Y,Mobile Radio,lift lobby,seen in previous two weeks,N
INC000288,20250314,ST014,IT003,2025-03-14 16:21:00,2025-03-14 16:31:00,2025-03-14 22:05:00,Resolved,Moderate,10,344,N,N,Supervisor Walkthrough,northbound platform,temporary signage installed,Y
INC000289,20250314,ST002,IT005,2025-03-14 22:44:00,2025-03-14 23:02:00,2025-03-14 23:04:00,Resolved,Major,18,20,N,N,Supervisor Walkthrough,lift lobby,repeat complaint from morning peak,N
INC000290,20250314,ST007,IT011,2025-03-14 13:12:00,2025-03-14 13:32:00,,Open,Major,20,,N,N,Passenger Help Point,northbound platform,seen in previous two weeks,N
INC000291,20250314,ST010,IT006,2025-03-14 06:42:00,2025-03-14 08:08:00,2025-03-15 06:10:00,Resolved,Critical,86,1408,Y,Y,Passenger Help Point,northbound platform,requires facilities follow-up,N
INC000292,20250314,ST016,IT003,2025-03-14 16:45:00,2025-03-14 17:41:00,2025-03-14 17:05:00,Resolved,Moderate,56,20,Y,N,Passenger Help Point,customer help point,seen in previous two weeks,N
INC000293,20250315,ST006,IT003,2025-03-15 10:59:00,2025-03-15 11:05:00,2025-03-15 11:19:00,Resolved,Major,6,20,N,N,Passenger Help Point,staffed gate line,passenger assistance team notified,N
INC000294,20250315,ST008,IT001,2025-03-15 19:40:00,2025-03-15 19:48:00,,Open,Moderate,8,,N,N,Supervisor Walkthrough,staffed gate line,seen in previous two weeks,N
INC000295,20250315,ST008,IT005,2025-03-15 13:25:00,2025-03-15 14:06:00,2025-03-17 06:50:00,Resolved,Moderate,41,2485,Y,Y,Station Desk,customer help point,reported by service controller,N
INC000296,20250316,ST003,IT001,2025-03-16 12:15:00,2025-03-16 12:20:00,2025-03-16 19:27:00,Resolved,Major,5,432,N,Y,Station Desk,ticket hall,repeat complaint from morning peak,N
INC000297,20250317,ST003,IT001,2025-03-17 07:24:00,2025-03-17 07:41:00,2025-03-17 13:40:00,Resolved,Critical,17,376,Y,Y,Passenger Help Point,customer help point,requires facilities follow-up,N
INC000298,20250317,ST015,IT007,2025-03-17 12:07:00,2025-03-17 12:30:00,2025-03-17 13:04:00,Resolved,Major,23,57,Y,N,Mobile Radio,ticket hall,seen in previous two weeks,N
INC000299,20250317,ST005,IT001,2025-03-17 05:55:00,2025-03-17 05:57:00,,In Progress,Moderate,2,,N,N,Mobile Radio,customer help point,passenger assistance team notified,N
INC000300,20250318,ST008,IT010,2025-03-18 06:16:00,2025-03-18 07:04:00,2025-03-18 11:49:00,Resolved,Minor,48,333,Y,N,Passenger Help Point,northbound platform,seen in previous two weeks,N
INC000301,20250318,ST015,IT002,2025-03-18 16:00:00,2025-03-18 16:05:00,2025-03-18 19:55:00,Resolved,Critical,5,235,N,Y,Passenger Help Point,lift lobby,passenger assistance team notified,N
INC000302,20250318,ST001,IT011,2025-03-18 18:47:00,2025-03-18 18:57:00,2025-03-19 02:41:00,Resolved,Moderate,10,474,N,N,Passenger Help Point,customer help point,reported by service controller,N
INC000303,20250318,ST001,IT011,2025-03-18 11:49:00,2025-03-18 12:08:00,2025-03-19 10:40:00,Resolved,Critical,19,1371,N,Y,Mobile Radio,bus interchange,requires facilities follow-up,N
INC000304,20250319,ST007,IT009,2025-03-19 07:23:00,2025-03-19 07:59:00,2025-03-19 09:25:00,Resolved,Major,36,122,Y,N,Supervisor Walkthrough,lift lobby,linked to crowd control plan,N
INC000305,20250319,ST008,IT001,2025-03-19 21:22:00,2025-03-19 21:24:00,,In Progress,Moderate,2,,N,N,Station Desk,lift lobby,reported by service controller,N
INC000306,20250319,ST005,IT011,2025-03-19 17:30:00,2025-03-19 17:58:00,2025-03-20 00:46:00,Resolved,Major,28,436,Y,N,Supervisor Walkthrough,lift lobby,passenger assistance team notified,N
INC000307,20250319,ST001,IT009,2025-03-19 08:16:00,2025-03-19 08:30:00,2025-03-20 07:09:00,Resolved,Moderate,14,1373,N,Y,Supervisor Walkthrough,northbound platform,temporary signage installed,N
INC000308,20250319,ST009,IT005,2025-03-19 14:34:00,2025-03-19 14:49:00,2025-03-20 19:15:00,Resolved,Major,15,1721,N,Y,Station Desk,lift lobby,repeat complaint from morning peak,N
INC000309,20250319,ST016,IT006,2025-03-19 12:33:00,2025-03-19 12:50:00,2025-03-19 12:53:00,Resolved,Major,17,20,N,N,Control Room,main concourse,temporary signage installed,N
INC000310,20250320,ST009,IT005,2025-03-20 14:55:00,2025-03-20 15:11:00,2025-03-21 07:16:00,Resolved,Minor,16,981,N,N,Station Desk,lift lobby,linked to crowd control plan,N
INC000311,20250320,ST013,IT005,2025-03-20 13:24:00,2025-03-20 14:09:00,2025-03-22 05:44:00,Resolved,Critical,45,2420,Y,Y,Mobile Radio,customer help point,seen in previous two weeks,N
INC000312,20250320,ST010,IT012,2025-03-20 09:43:00,2025-03-20 10:02:00,2025-03-21 14:36:00,Resolved,Moderate,19,1733,Y,Y,Control Room,lift lobby,manual log entry from station desk,Y
INC000313,20250320,ST003,IT005,2025-03-20 21:34:00,2025-03-20 22:01:00,2025-03-21 06:45:00,Resolved,Major,27,551,N,N,Supervisor Walkthrough,main concourse,passenger assistance team notified,N
INC000314,20250321,ST003,IT005,2025-03-21 14:16:00,2025-03-21 14:59:00,2025-03-23 01:23:00,Resolved,Minor,43,2107,Y,Y,Control Room,staffed gate line,seen in previous two weeks,N
INC000315,20250321,ST002,IT007,2025-03-21 07:29:00,2025-03-21 07:49:00,2025-03-21 07:49:00,Resolved,Moderate,20,20,Y,N,Station Desk,customer help point,repeat complaint from morning peak,N
INC000316,20250321,ST016,IT002,2025-03-21 20:53:00,2025-03-21 20:55:00,2025-03-21 22:51:00,Resolved,Minor,2,118,N,N,Station Desk,northbound platform,manual log entry from station desk,N
INC000317,20250321,ST015,IT007,2025-03-21 14:27:00,2025-03-21 14:30:00,2025-03-21 16:47:00,Resolved,Critical,3,140,N,N,Station Desk,northbound platform,seen in previous two weeks,N
INC000318,20250322,ST009,IT011,2025-03-22 16:22:00,2025-03-22 16:48:00,2025-03-23 01:52:00,Resolved,Moderate,26,570,Y,Y,Station Desk,ticket hall,seen in previous two weeks,N
INC000319,20250322,ST005,IT007,2025-03-22 14:10:00,2025-03-22 14:16:00,2025-03-22 16:42:00,Resolved,Minor,6,152,N,N,Supervisor Walkthrough,staffed gate line,reported by service controller,N
INC000320,20250323,ST002,IT002,2025-03-23 15:55:00,2025-03-23 16:00:00,2025-03-23 17:56:00,Resolved,Moderate,5,121,N,Y,Mobile Radio,staffed gate line,temporary signage installed,N
INC000321,20250323,ST014,IT007,2025-03-23 23:22:00,2025-03-23 23:38:00,2025-03-24 03:18:00,Resolved,Moderate,16,236,Y,Y,Control Room,ticket hall,requires facilities follow-up,N
INC000322,20250323,ST002,IT002,2025-03-23 14:56:00,2025-03-23 15:05:00,2025-03-23 17:32:00,Resolved,Major,9,156,Y,Y,Passenger Help Point,lift lobby,requires facilities follow-up,N
INC000323,20250323,ST002,IT001,2025-03-23 16:18:00,2025-03-23 16:19:00,2025-03-23 18:13:00,Resolved,Major,1,115,N,N,Mobile Radio,bus interchange,manual log entry from station desk,N
INC000324,20250323,ST015,IT005,2025-03-23 16:28:00,2025-03-23 16:42:00,2025-03-25 05:42:00,Resolved,Major,14,2234,N,Y,Mobile Radio,platform stairs,linked to crowd control plan,N
INC000325,20250324,ST004,IT002,2025-03-24 12:11:00,2025-03-24 12:19:00,2025-03-24 14:35:00,Resolved,Moderate,8,144,Y,Y,Passenger Help Point,lift lobby,temporary signage installed,N
INC000326,20250324,ST007,IT003,2025-03-24 20:45:00,2025-03-24 20:57:00,2025-03-25 03:12:00,Resolved,Moderate,12,387,Y,Y,Supervisor Walkthrough,customer help point,repeat complaint from morning peak,N
INC000327,20250324,ST010,IT001,2025-03-24 07:32:00,2025-03-24 07:53:00,2025-03-24 13:35:00,Resolved,Critical,21,363,Y,Y,Control Room,main concourse,temporary signage installed,N
INC000328,20250324,ST003,IT005,2025-03-24 16:46:00,2025-03-24 17:02:00,2025-03-25 01:42:00,Resolved,Moderate,16,536,N,N,Supervisor Walkthrough,lift lobby,repeat complaint from morning peak,N
INC000329,20250325,ST006,IT008,2025-03-25 20:19:00,2025-03-25 20:27:00,2025-03-26 02:35:00,Resolved,Critical,8,376,N,Y,Control Room,platform stairs,repeat complaint from morning peak,Y
INC000330,20250325,ST004,IT005,2025-03-25 18:17:00,2025-03-25 19:02:00,,In Progress,Minor,45,,Y,N,Supervisor Walkthrough,ticket hall,temporary signage installed,N
INC000331,20250325,ST010,IT010,2025-03-25 10:22:00,2025-03-25 11:04:00,2025-03-26 11:48:00,Resolved,Major,42,1526,N,Y,Supervisor Walkthrough,staffed gate line,repeat complaint from morning peak,Y
INC000332,20250326,ST008,IT007,2025-03-26 15:23:00,2025-03-26 15:44:00,2025-03-27 07:07:00,Resolved,Minor,21,944,Y,Y,Control Room,bus interchange,linked to crowd control plan,N
INC000333,20250326,ST011,IT003,2025-03-26 20:29:00,2025-03-26 20:43:00,2025-03-27 01:04:00,Resolved,Minor,14,275,Y,N,Station Desk,main concourse,requires facilities follow-up,N
INC000334,20250326,ST002,IT009,2025-03-26 05:18:00,2025-03-26 05:39:00,2025-03-26 05:38:00,Resolved,Critical,21,20,N,N,Mobile Radio,customer help point,linked to crowd control plan,N
INC000335,20250326,ST008,IT007,2025-03-26 12:35:00,2025-03-26 12:41:00,2025-03-26 16:30:00,Resolved,Moderate,6,235,N,Y,Mobile Radio,main concourse,linked to crowd control plan,N
INC000336,20250326,ST010,IT001,2025-03-26 21:43:00,2025-03-26 21:45:00,2025-03-26 22:18:00,Resolved,Major,2,35,N,N,Station Desk,platform stairs,repeat complaint from morning peak,Y
INC000337,20250327,ST004,IT009,2025-03-27 14:11:00,2025-03-27 14:39:00,2025-03-28 00:13:00,Resolved,Minor,28,602,Y,N,Mobile Radio,lift lobby,repeat complaint from morning peak,N
INC000338,20250328,ST002,IT001,2025-03-28 05:19:00,2025-03-28 05:35:00,2025-03-28 09:54:00,Resolved,Moderate,16,275,Y,Y,Control Room,main concourse,reported by service controller,Y
INC000339,20250328,ST003,IT004,2025-03-28 13:37:00,2025-03-28 13:39:00,,In Progress,Moderate,2,,N,N,Control Room,northbound platform,linked to crowd control plan,N
INC000340,20250328,ST015,IT011,2025-03-28 06:55:00,2025-03-28 07:22:00,2025-03-28 21:11:00,Resolved,Moderate,27,856,Y,Y,Station Desk,staffed gate line,requires facilities follow-up,N
INC000341,20250328,ST015,IT008,2025-03-28 19:46:00,2025-03-28 19:52:00,2025-03-29 07:00:00,Resolved,Minor,6,674,N,Y,Passenger Help Point,lift lobby,temporary signage installed,N
INC000342,20250328,ST006,IT009,2025-03-28 21:02:00,2025-03-28 21:35:00,,Open,Critical,33,,Y,N,Supervisor Walkthrough,customer help point,repeat complaint from morning peak,N
INC000343,20250329,ST002,IT008,2025-03-29 14:01:00,2025-03-29 14:18:00,,Escalated,Moderate,17,,Y,N,Station Desk,bus interchange,manual log entry from station desk,N
INC000344,20250330,ST003,IT007,2025-03-30 11:50:00,2025-03-30 12:18:00,2025-03-31 09:24:00,Resolved,Moderate,28,1294,Y,Y,Passenger Help Point,lift lobby,requires facilities follow-up,N
INC000345,20250330,ST007,IT005,2025-03-30 17:40:00,2025-03-30 18:11:00,,Escalated,Moderate,31,,Y,N,Supervisor Walkthrough,lift lobby,repeat complaint from morning peak,N
INC000346,20250330,ST005,IT002,2025-03-30 22:48:00,2025-03-30 23:00:00,2025-03-31 08:06:00,Resolved,Critical,12,558,Y,Y,Passenger Help Point,staffed gate line,linked to crowd control plan,N
INC000347,20250331,ST012,IT005,2025-03-31 14:37:00,2025-03-31 15:56:00,,Open,Moderate,79,,Y,N,Passenger Help Point,ticket hall,seen in previous two weeks,N
INC000348,20250401,ST001,IT005,2025-04-01 13:14:00,2025-04-01 13:31:00,,In Progress,Major,17,,N,N,Mobile Radio,ticket hall,reported by service controller,N
INC000349,20250401,ST015,IT003,2025-04-01 12:17:00,2025-04-01 13:03:00,2025-04-01 21:50:00,Resolved,Minor,46,573,Y,Y,Supervisor Walkthrough,ticket hall,linked to crowd control plan,Y
INC000350,20250401,ST010,IT001,2025-04-01 17:09:00,2025-04-01 17:18:00,2025-04-02 01:47:00,Resolved,Major,9,518,N,Y,Mobile Radio,ticket hall,requires facilities follow-up,N
INC000351,20250401,ST002,IT007,2025-04-01 13:10:00,2025-04-01 13:30:00,2025-04-01 17:25:00,Resolved,Minor,20,255,Y,Y,Mobile Radio,customer help point,reported by service controller,N
INC000352,20250402,ST003,IT003,2025-04-02 13:59:00,2025-04-02 14:03:00,2025-04-03 16:09:00,Resolved,Moderate,4,1570,N,Y,Mobile Radio,staffed gate line,temporary signage installed,N
INC000353,20250403,ST001,IT002,2025-04-03 21:35:00,2025-04-03 21:48:00,2025-04-03 22:27:00,Resolved,Critical,13,52,Y,N,Supervisor Walkthrough,staffed gate line,linked to crowd control plan,N
INC000354,20250403,ST002,IT010,2025-04-03 07:57:00,2025-04-03 09:44:00,,In Progress,Moderate,107,,Y,N,Station Desk,lift lobby,reported by service controller,N
INC000355,20250403,ST001,IT006,2025-04-03 14:53:00,2025-04-03 14:54:00,,Escalated,Minor,1,,N,N,Passenger Help Point,northbound platform,manual log entry from station desk,N
INC000356,20250404,ST004,IT007,2025-04-04 07:31:00,2025-04-04 07:39:00,2025-04-04 11:22:00,Resolved,Moderate,8,231,N,Y,Passenger Help Point,northbound platform,passenger assistance team notified,N
INC000357,20250404,ST016,IT006,2025-04-04 23:52:00,2025-04-04 23:54:00,2025-04-05 09:50:00,Resolved,Minor,2,598,N,N,Mobile Radio,ticket hall,requires facilities follow-up,N
INC000358,20250404,ST010,IT011,2025-04-04 23:55:00,2025-04-05 00:30:00,2025-04-05 12:55:00,Resolved,Major,35,780,Y,Y,Mobile Radio,lift lobby,reported by service controller,N
INC000359,20250404,ST009,IT007,2025-04-04 09:30:00,2025-04-04 09:47:00,2025-04-05 11:41:00,Resolved,Moderate,17,1571,Y,Y,Station Desk,lift lobby,manual log entry from station desk,N
INC000360,20250405,ST001,IT009,2025-04-05 17:44:00,2025-04-05 17:52:00,2025-04-06 09:19:00,Resolved,Moderate,8,935,N,Y,Control Room,lift lobby,temporary signage installed,N
INC000361,20250405,ST001,IT011,2025-04-05 16:15:00,2025-04-05 16:31:00,2025-04-06 06:32:00,Resolved,Critical,16,857,N,Y,Passenger Help Point,ticket hall,requires facilities follow-up,N
INC000362,20250405,ST010,IT006,2025-04-05 12:32:00,2025-04-05 14:06:00,2025-04-06 02:55:00,Resolved,Critical,94,863,Y,N,Supervisor Walkthrough,main concourse,temporary signage installed,N
INC000363,20250405,ST013,IT003,2025-04-05 19:18:00,2025-04-05 19:40:00,2025-04-06 04:33:00,Resolved,Minor,22,555,Y,Y,Control Room,customer help point,manual log entry from station desk,N
INC000364,20250405,ST010,IT006,2025-04-05 19:55:00,2025-04-05 20:19:00,2025-04-06 23:12:00,Resolved,Moderate,24,1637,Y,Y,Mobile Radio,lift lobby,repeat complaint from morning peak,N
INC000365,20250406,ST003,IT009,2025-04-06 07:38:00,2025-04-06 08:16:00,2025-04-07 06:05:00,Resolved,Major,38,1347,Y,Y,Control Room,northbound platform,requires facilities follow-up,N
INC000366,20250406,ST007,IT003,2025-04-06 15:38:00,2025-04-06 15:53:00,,In Progress,Major,15,,Y,N,Supervisor Walkthrough,northbound platform,seen in previous two weeks,N
INC000367,20250407,ST012,IT005,2025-04-07 14:48:00,2025-04-07 14:55:00,2025-04-07 15:24:00,Resolved,Major,7,36,N,N,Passenger Help Point,lift lobby,reported by service controller,N
INC000368,20250408,ST015,IT011,2025-04-08 13:03:00,2025-04-08 13:09:00,2025-04-08 17:41:00,Resolved,Moderate,6,278,N,N,Control Room,bus interchange,repeat complaint from morning peak,N
INC000369,20250408,ST007,IT003,2025-04-08 22:59:00,2025-04-08 23:10:00,2025-04-08 23:19:00,Resolved,Minor,11,20,Y,N,Mobile Radio,platform stairs,linked to crowd control plan,N
INC000370,20250408,ST001,IT007,2025-04-08 10:50:00,2025-04-08 11:02:00,2025-04-08 13:52:00,Resolved,Moderate,12,182,N,Y,Control Room,staffed gate line,passenger assistance team notified,N
INC000371,20250409,ST003,IT006,2025-04-09 12:06:00,2025-04-09 12:14:00,2025-04-09 23:48:00,Resolved,Major,8,702,N,N,Passenger Help Point,platform stairs,passenger assistance team notified,N
INC000372,20250409,ST008,IT003,2025-04-09 20:15:00,2025-04-09 21:03:00,2025-04-10 02:45:00,Resolved,Moderate,48,390,Y,Y,Passenger Help Point,lift lobby,requires facilities follow-up,N
INC000373,20250409,ST010,IT001,2025-04-09 15:35:00,2025-04-09 15:38:00,2025-04-10 05:55:00,Resolved,Critical,3,860,N,Y,Supervisor Walkthrough,platform stairs,reported by service controller,N
INC000374,20250409,ST007,IT002,2025-04-09 14:00:00,2025-04-09 14:07:00,2025-04-09 15:07:00,Resolved,Minor,7,67,Y,N,Passenger Help Point,customer help point,reported by service controller,N
INC000375,20250410,ST004,IT006,2025-04-10 10:10:00,2025-04-10 10:43:00,,Open,Moderate,33,,Y,N,Control Room,platform stairs,temporary signage installed,N
INC000376,20250410,ST009,IT010,2025-04-10 18:30:00,2025-04-10 19:44:00,2025-04-12 13:58:00,Resolved,Moderate,74,2608,Y,Y,Mobile Radio,platform stairs,linked to crowd control plan,Y
INC000377,20250410,ST012,IT006,2025-04-10 16:27:00,2025-04-10 16:42:00,2025-04-11 00:24:00,Resolved,Moderate,15,477,N,N,Mobile Radio,customer help point,passenger assistance team notified,N
INC000378,20250410,ST004,IT002,2025-04-10 11:05:00,2025-04-10 11:18:00,2025-04-10 11:55:00,Resolved,Critical,13,50,Y,N,Supervisor Walkthrough,main concourse,passenger assistance team notified,N
INC000379,20250410,ST002,IT006,2025-04-10 17:40:00,2025-04-10 17:53:00,,Open,Moderate,13,,N,N,Mobile Radio,ticket hall,repeat complaint from morning peak,Y
INC000380,20250411,ST002,IT005,2025-04-11 22:48:00,2025-04-11 23:27:00,2025-04-12 05:33:00,Resolved,Critical,39,405,Y,N,Control Room,staffed gate line,passenger assistance team notified,Y
INC000381,20250411,ST001,IT012,2025-04-11 14:16:00,2025-04-11 14:17:00,2025-04-11 21:22:00,Resolved,Major,1,426,N,N,Supervisor Walkthrough,northbound platform,seen in previous two weeks,N
INC000382,20250411,ST015,IT010,2025-04-11 20:03:00,2025-04-11 20:22:00,2025-04-11 20:23:00,Resolved,Major,19,20,N,N,Station Desk,lift lobby,repeat complaint from morning peak,N
INC000383,20250412,ST011,IT005,2025-04-12 14:54:00,2025-04-12 16:31:00,2025-04-13 00:28:00,Resolved,Moderate,97,574,Y,N,Passenger Help Point,customer help point,seen in previous two weeks,N
INC000384,20250412,ST003,IT006,2025-04-12 17:09:00,2025-04-12 17:11:00,2025-04-13 07:34:00,Resolved,Major,2,865,N,N,Passenger Help Point,lift lobby,temporary signage installed,N
INC000385,20250413,ST013,IT009,2025-04-13 06:10:00,2025-04-13 06:49:00,2025-04-14 11:06:00,Resolved,Moderate,39,1736,Y,Y,Control Room,staffed gate line,linked to crowd control plan,N
INC000386,20250414,ST005,IT007,2025-04-14 07:44:00,2025-04-14 07:49:00,2025-04-14 12:39:00,Resolved,Moderate,5,295,N,Y,Supervisor Walkthrough,customer help point,repeat complaint from morning peak,N
INC000387,20250414,ST001,IT009,2025-04-14 21:41:00,2025-04-14 23:00:00,2025-04-15 04:00:00,Resolved,Moderate,79,379,Y,N,Supervisor Walkthrough,ticket hall,temporary signage installed,N
INC000388,20250414,ST010,IT001,2025-04-14 08:06:00,2025-04-14 08:15:00,2025-04-14 08:26:00,Resolved,Moderate,9,20,N,N,Passenger Help Point,platform stairs,passenger assistance team notified,N
INC000389,20250414,ST016,IT009,2025-04-14 17:53:00,2025-04-14 18:28:00,2025-04-15 12:21:00,Resolved,Moderate,35,1108,Y,Y,Mobile Radio,ticket hall,repeat complaint from morning peak,N
INC000390,20250415,ST012,IT004,2025-04-15 19:58:00,2025-04-15 21:14:00,2025-04-15 23:49:00,Resolved,Critical,76,231,Y,Y,Supervisor Walkthrough,platform stairs,seen in previous two weeks,N
INC000391,20250415,ST016,IT001,2025-04-15 15:55:00,2025-04-15 16:17:00,2025-04-16 21:35:00,Resolved,Moderate,22,1780,Y,Y,Station Desk,bus interchange,temporary signage installed,N
INC000392,20250415,ST006,IT010,2025-04-15 11:19:00,2025-04-15 11:53:00,2025-04-16 00:10:00,Resolved,Major,34,771,N,N,Passenger Help Point,main concourse,passenger assistance team notified,Y
INC000393,20250415,ST002,IT003,2025-04-15 08:51:00,2025-04-15 09:36:00,2025-04-15 09:56:00,Resolved,Moderate,45,65,Y,N,Control Room,platform stairs,reported by service controller,N
INC000394,20250415,ST013,IT007,2025-04-15 10:18:00,2025-04-15 11:13:00,2025-04-15 14:15:00,Resolved,Major,55,237,Y,Y,Station Desk,main concourse,manual log entry from station desk,N
INC000395,20250415,ST016,IT009,2025-04-15 06:00:00,2025-04-15 06:34:00,2025-04-15 17:09:00,Resolved,Critical,34,669,Y,N,Passenger Help Point,bus interchange,seen in previous two weeks,N
